ID,Airport,City,Country,Code
2577,Presidente Joao Suassuna,Campina Grande,Brazil,CPV
2578,Viracopos,Campinas,Brazil,VCP
2580,Lins,Lins,Brazil,LIP
2581,Londrina,Londrina,Brazil,LDB
2582,Bom Jesus Da Lapa,Bom Jesus Da Lapa,Brazil,LAZ
2584,Maraba,Maraba,Brazil,MAB
2586,Regional De Maringa Silvio Name Junior,Maringa,Brazil,MGF
2587,Mario Ribeiro,Montes Claros,Brazil,MOC
6849,Grand Marais Cook County Airport,Grand Marais,US,GRM
2590,Zumbi Dos Palmares,Maceio,Brazil,MCZ
2591,Macapa,Macapa,Brazil,MCP
2594,Manicore,Manicore,Brazil,MNX
2595,Ministro Victor Konder Intl,Navegantes,Brazil,NVT
2596,Santo Angelo,Santo Angelo,Brazil,GEL
2597,Augusto Severo,Natal,Brazil,NAT
2599,Salgado Filho,Porto Alegre,Brazil,POA
2601,Pocos De Caldas,Pocos De Caldas,Brazil,POO
2602,Lauro Kurtz,Passo Fundo,Brazil,PFB
2603,Pelotas,Pelotas,Brazil,PET
2604,Senador Nilo Coelho,Petrolina,Brazil,PNZ
2605,Porto Nacional,Porto Nacional,Brazil,PNB
2606,Ponta Pora,Ponta Pora,Brazil,PMG
2607,Governador Jorge Teixeira De Oliveira,Porto Velho,Brazil,PVH
6848,Porter County Municipal Airport,Valparaiso,US,NPZ
2609,Pl’ÛÎçcido de Castro,Rio Branco,Brazil,RBR
2610,Guararapes Gilberto Freyre Intl,Recife,Brazil,REC
2611,Rio Grande,Rio Grande,Brazil,RIG
2612,Santos Dumont,Rio De Janeiro,Brazil,SDU
2613,Leite Lopes,Ribeirao Preto,Brazil,RAO
2614,Santa Cruz,Rio De Janeiro,Brazil,STU
2615,Professor Urbano Ernesto Stumpf,Sao Jose Dos Campos,Brazil,SJK
2616,Marechal Cunha Machado Intl,Sao Luis,Brazil,SLZ
2618,Congonhas,Sao Paulo,Brazil,CGH
2619,Sao Jose Do Rio Preto,Sao Jose Do Rio Preto,Brazil,SJP
2620,Base Aerea De Santos,Santos,Brazil,SSZ
2621,Deputado Luis Eduardo Magalhaes,Salvador,Brazil,SSA
2622,Trombetas,Oriximina,Brazil,TMT
2623,Senador Petronio Portella,Teresina,Brazil,THE
2624,Tefe,Tefe,Brazil,TFF
2628,Tabatinga,Tabatinga,Brazil,TBT
2629,Tucurui,Tucurui,Brazil,TUR
2631,Paulo Afonso,Paulo Alfonso,Brazil,PAV
2632,Rubem Berta,Uruguaiana,Brazil,URG
2633,Ten Cel Av Cesar Bombonato,Uberlandia,Brazil,UDI
2635,Uberaba,Uberaba,Brazil,UBA
2636,Major Brigadeiro Trompowsky,Varginha,Brazil,VAG
2637,Vilhena,Vilhena,Brazil,BVH
2638,Goiabeiras,Vitoria,Brazil,VIX
2640,Campo Fontenelle,Piracununga,Brazil,QPS
2641,Chacalluta,Arica,Chile,ARI
2642,Balmaceda,Balmaceda,Chile,BBA
2644,Chile Chico,Chile Chico,Chile,CCH
2645,El Loa,Calama,Chile,CJC
2647,Carlos Ibanez Del Campo Intl,Punta Arenas,Chile,PUQ
2648,Teniente Vidal,Coyhaique,Chile,GXQ
2649,Diego Aracena Intl,Iquique,Chile,IQQ
2650,Arturo Merino Benitez Intl,Santiago,Chile,SCL
2651,Cerro Moreno Intl,Antofagasta,Chile,ANF
2654,Maria Dolores,Los Angeles,Chile,LSQ
2656,Carriel Sur Intl,Concepcion,Chile,CCP
2657,Mataveri Intl,Easter Island,Chile,IPC
2658,Canal Bajo Carlos Hott Siebert,Osorno,Chile,ZOS
2662,La Florida,La Serena,Chile,LSC
2664,Maquehue,Temuco,Chile,ZCO
2665,El Tepual Intl,Puerto Montt,Chile,PMC
2666,Chaiten,Chaiten,Chile,WCH
2667,Pichoy,Valdivia,Chile,ZAL
2668,Chachoan,Ambato,Ecuador,ATF
2670,Francisco De Orellana,Coca,Ecuador,OCC
2671,Mariscal Lamar,Cuenca,Ecuador,CUE
2672,Seymour,Galapagos,Ecuador,GPS
2673,Jose Joaquin De Olmedo Intl,Guayaquil,Ecuador,GYE
2680,Coronel E Carvajal,Macas,Ecuador,XMS
2681,General Manuel Serrano,Machala,Ecuador,MCH
2683,Eloy Alfaro Intl,Manta,Ecuador,MEC
2686,Reales Tamarindos,Portoviejo,Ecuador,PVO
2688,Mariscal Sucre Intl,Quito,Ecuador,UIO
2691,General Ulpiano Paez,Salinas,Ecuador,SNC
2696,Tarapoa,Tarapoa,Ecuador,TPC
2697,Teniente Coronel Luis A Mantilla,Tulcan,Ecuador,TUA
2699,Silvio Pettirossi Intl,Asuncion,Paraguay,ASU
2705,El Eden,Armenia,Colombia,AXM
2706,Tres De Mayo,Puerto Asis,Colombia,PUU
2708,Palonegro,Bucaramanga,Colombia,BGA
2709,Eldorado Intl,Bogota,Colombia,BOG
2710,Ernesto Cortissoz,Barranquilla,Colombia,BAQ
2711,Jose Celestino Mutis,Bahia Solano,Colombia,BSC
2712,Gerardo Tobar Lopez,Buenaventura,Colombia,BUN
2713,Camilo Daza,Cucuta,Colombia,CUC
2714,Rafael Nunez,Cartagena,Colombia,CTG
2715,Alfonso Bonilla Aragon Intl,Cali,Colombia,CLO
2716,La Florida,Tumaco,Colombia,TCO
2717,Las Brujas,Corozal,Colombia,CZU
2718,Yariguies,Barrancabermeja,Colombia,EJA
2719,Gustavo Artunduaga Paredes,Florencia,Colombia,FLA
6846,McCarthy Airport,McCarthy,US,MXY
2722,Juan Casiano,Guapi,Colombia,GPI
2724,Perales,Ibague,Colombia,IBE
2725,San Luis,Ipiales,Colombia,IPI
2728,Alfredo Vasquez Cobo,Leticia,Colombia,LET
2729,Olaya Herrera,Medellin,Colombia,EOH
2730,Baracoa,Magangue,Colombia,MGN
2731,Los Garzones,Monteria,Colombia,MTR
2732,Fabio Alberto Leon Bentley,Mitu,Colombia,MVP
2733,La Nubia,Manizales,Colombia,MZL
2734,Benito Salas,Neiva,Colombia,NVA
2735,Aguas Claras,Ocana,Colombia,OCV
2736,Otu,Otu,Colombia,OTU
2738,Puerto Carreno,Puerto Carreno,Colombia,PCR
2739,Matecana,Pereira,Colombia,PEI
2741,Guillermo Leon Valencia,Popayan,Colombia,PPN
2742,Antonio Narino,Pasto,Colombia,PSO
2743,El Embrujo,Providencia,Colombia,PVA
2745,Jose Maria Cordova,Rio Negro,Colombia,MDE
2746,Almirante Padilla,Rio Hacha,Colombia,RCH
2747,Jorge E Gonzalez Torres,San Jose Del Guaviare,Colombia,SJE
2748,Simon Bolivar,Santa Marta,Colombia,SMR
2749,Gustavo Rojas Pinilla,San Andres Island,Colombia,ADZ
2750,Eduardo Falla Solano,San Vincente De Caguan,Colombia,SVI
2751,Tame,Tame,Colombia,TME
2752,Santiago Perez,Arauca,Colombia,AUC
2753,El Carano,Quibdo,Colombia,UIB
2754,Farfan,Tulua,Colombia,ULQ
2755,Alfonso Lopez Pumarejo,Valledupar,Colombia,VUP
2756,Vanguardia,Villavicencio,Colombia,VVC
2758,Bermejo,Bermejo,Bolivia,BJO
2759,Jorge Wilsterman,Cochabamba,Bolivia,CBB
2761,Heroes Del Acre,Cobija,Bolivia,CIJ
2762,El Alto Intl,La Paz,Bolivia,LPB
2764,Capitan Nicolas Rojas,Potosi,Bolivia,POI
2765,Tte De Av Salvador Ogaya G,Puerto Suarez,Bolivia,PSZ
2767,Juana Azurduy De Padilla,Sucre,Bolivia,SRE
2768,Capitan Oriel Lea Plaza,Tarija,Bolivia,TJA
2769,Tte Av Jorge Henrich Arauz,Trinidad,Bolivia,TDD
2771,Viru Viru Intl,Santa Cruz,Bolivia,VVI
2772,Yacuiba,Yacuiba,Bolivia,BYC
2773,Johan A Pengel Intl,Zandery,Suriname,PBM
2774,Rochambeau,Cayenne,French Guiana,CAY
6845,Seward Airport,Seward,US,SWD
2781,Cap Fap David Abenzur Rengifo Intl,Pucallpa,Peru,PCL
2782,Teniente Jaime A De Montreuil Morales,Chimbote,Peru,CHM
2785,Capt Jose A Quinones Gonzales Intl,Chiclayo,Peru,CIX
2786,Coronel Fap Alfredo Mendivil Duarte,Ayacucho,Peru,AYP
2787,Andahuaylas,Andahuaylas,Peru,ANS
2788,Comandante Fap German Arias Graziani,Anta,Peru,ATA
2789,Jorge Chavez Intl,Lima,Peru,LIM
2790,Juanjui,Juanjui,Peru,JJI
2792,Juliaca,Juliaca,Peru,JUL
6844,Michigan City Municipal Airport,Michigan City,US,MGC
2796,Pedro Canga,Tumbes,Peru,TBP
2797,Moises Benzaquen Rengifo,Yurimaguas,Peru,YMS
2800,Chachapoyas,Chachapoyas,Peru,CHH
2801,Coronel Francisco Secada Vignetta Intl,Iquitos,Peru,IQT
2802,Rodriguez Ballon,Arequipa,Peru,AQP
2804,Capitan Carlos Martinez De Pinillos,Trujillo,Peru,TRU
2805,Pisco Intl,Pisco,Peru,PIO
2806,Cadete Guillermo Del Castillo Paredes,Tarapoto,Peru,TPP
2807,Coronel Carlos Ciriani Santa Rosa Intl,Tacna,Peru,TCQ
2808,Padre Aldamiz,Puerto Maldonado,Peru,PEM
2809,Capitan Fap Guillermo Concha Iberico,Piura,Peru,PIU
2810,Capitan Montes,Talara,Peru,TYL
2812,Teniente Alejandro Velasco Astete Intl,Cuzco,Peru,CUZ
2816,Carrasco Intl,Montevideo,Uruguay,MVD
2817,Nueva Hesperides Intl,Salto,Uruguay,STY
2818,Oswaldo Guevara Mujica,Acarigua,Venezuela,AGV
2819,Anaco,Anaco,Venezuela,AAO
2821,General Jose Antonio Anzoategui Intl,Barcelona,Venezuela,BLA
2822,Barinas,Barinas,Venezuela,BNS
2824,Barquisimeto Intl,Barquisimeto,Venezuela,BRM
2826,Ciudad Bolivar,Ciudad Bolivar,Venezuela,CBL
2830,Canaima,Canaima,Venezuela,CAJ
2832,General Jose Francisco Bermudez,Carupano,Venezuela,CUP
2833,Jose Leonardo Chirinos,Coro,Venezuela,CZE
2835,Antonio Jose De Sucre,Cumana,Venezuela,CUM
2840,Guiria,Guiria,Venezuela,GUI
2841,Guanare,Guanare,Venezuela,GUQ
2844,Josefa Camejo,Paraguana,Venezuela,LSP
2846,La Fria,La Fria,Venezuela,LFR
2848,La Chinita Intl,Maracaibo,Venezuela,MAR
2849,Alberto Carnevalli,Merida,Venezuela,MRD
2850,Del Caribe Intl Gen Santiago Marino,Porlamar,Venezuela,PMV
2851,Simon Bolivar Intl,Caracas,Venezuela,CCS
2852,Maturin,Maturin,Venezuela,MUN
2853,Casique Aramare,Puerto Ayacucho,Venezuela,PYH
2854,General Bartolome Salom Intl,Puerto Cabello,Venezuela,PBL
2856,General Manuel Carlos Piar,Guayana,Venezuela,PZO
2858,San Antonio Del Tachira,San Antonio,Venezuela,SVZ
2861,Mayor Buenaventura Vivas,Santo Domingo,Venezuela,STD
2862,Sub Teniente Nestor Arias,San Felipe,Venezuela,SFH
2863,San Fernando De Apure,San Fernando De Apure,Venezuela,SFD
2864,San Tome,San Tome,Venezuela,SOM
2865,Santa Barbara Del Zulia,Santa Barbara,Venezuela,STB
2866,Tucupita,Tucupita,Venezuela,TUV
2868,Arturo Michelena Intl,Valencia,Venezuela,VLN
2870,Dr Antonio Nicolas Briceno,Valera,Venezuela,VLV
2871,Valle De La Pascua,Valle De La Pascua,Venezuela,VDP
2873,Lethem,Lethem,Guyana,LTM
2874,V C Bird Intl,Antigua,Antigua and Barbuda,ANU
2875,Grantley Adams Intl,Bridgetown,Barbados,BGI
2876,Canefield,Canefield,Dominica,DCF
2877,Melville Hall,Dominica,Dominica,DOM
2878,Le Lamentin,Fort-de-france,Martinique,FDF
2879,Grand Case,St. Martin,Guadeloupe,SFG
2881,Le Raizet,Pointe-a-pitre,Guadeloupe,PTP
2882,Point Salines Intl,Point Salines,Grenada,GND
2883,Cyril E King,St. Thomas,Virgin Islands,STT
2884,Henry E Rohlsen,St. Croix Island,Virgin Islands,STX
2885,Rafael Hernandez,Aguadilla,Puerto Rico,BQN
2886,Diego Jimenez Torres,Fajardo,Puerto Rico,FAJ
2887,Fernando Luis Ribas Dominicci,San Juan,Puerto Rico,SIG
2888,Eugenio Maria De Hostos,Mayaguez,Puerto Rico,MAZ
2889,Mercedita,Ponce,Puerto Rico,PSE
2890,Luis Munoz Marin Intl,San Juan,Puerto Rico,SJU
2891,Robert L Bradshaw,Basse Terre,Saint Kitts and Nevis,SKB
2893,George F L Charles,Castries,Saint Lucia,SLU
2894,Hewanorra Intl,Hewandorra,Saint Lucia,UVF
2895,Reina Beatrix Intl,Oranjestad,Aruba,AUA
2896,Flamingo,Kralendijk,Netherlands Antilles,BON
2897,Hato,Willemstad,Netherlands Antilles,CUR
2898,F D Roosevelt,Oranjestad,Netherlands Antilles,EUX
2899,Princess Juliana Intl,Philipsburg,Netherlands Antilles,SXM
2900,Wallblake,The Valley,Anguilla,AXA
2901,Crown Point,Scarborough,Trinidad and Tobago,TAB
2902,Piarco,Port-of-spain,Trinidad and Tobago,POS
2903,Terrance B Lettsome Intl,Tortola,British Virgin Islands,EIS
6839,Allakaket Airport,Allakaket,US,AET
2905,Canouan,Canouan Island,Saint Vincent and the Grenadines,CIW
2906,Mustique,Mustique,Saint Vincent and the Grenadines,MQS
2907,E T Joshua,Kingstown,Saint Vincent and the Grenadines,SVD
2908,Almaty,Alma-ata,Kazakhstan,ALA
2910,Astana Intl,Tselinograd,Kazakhstan,TSE
2911,Taraz,Dzhambul,Kazakhstan,DMB
2912,Manas,Bishkek,Kyrgyzstan,FRU
2913,Osh,Osh,Kyrgyzstan,OSS
2914,Shymkent,Chimkent,Kazakhstan,CIT
6803,Yakutat,Yakutat,US,YAK
2916,Uralsk,Uralsk,Kazakhstan,URA
2917,Pavlodar,Pavlodar,Kazakhstan,PWQ
2918,Semipalatinsk,Semiplatinsk,Kazakhstan,PLX
2920,Aktyubinsk,Aktyubinsk,Kazakhstan,AKX
2922,Heydar Aliyev,Baku,Azerbaijan,GYD
2923,Yakutsk,Yakutsk,Russia,YKS
2925,Mirny,Mirnyj,Russia,MJZ
2926,Ignatyevo,Blagoveschensk,Russia,BQS
2927,Novy,Khabarovsk,Russia,KHV
6838,Sawyer International Airport,Marquette,US,MQT
2929,Provideniya Bay,Provideniya Bay,Russia,PVS
2930,Sokol,Magadan,Russia,GDX
2931,Pevek,Pevek,Russia,PWE
2932,Yelizovo,Petropavlovsk,Russia,PKC
2933,Khomutovo,Yuzhno-sakhalinsk,Russia,UUS
2934,Knevichi,Vladivostok,Russia,VVO
2935,Kadala,Chita,Russia,HTA
2936,Bratsk,Bratsk,Russia,BTK
2937,Irkutsk,Irkutsk,Russia,IKT
2938,Mukhino,Ulan-ude,Russia,UUD
2939,Boryspil Intl,Kiev,Ukraine,KBP
2940,Donetsk Intl,Donetsk,Ukraine,DOK
2941,Dnipropetrovsk Intl,Dnepropetrovsk,Ukraine,DNK
2942,Simferopol Intl,Simferopol,Ukraine,SIP
2944,Zhuliany Intl,Kiev,Ukraine,IEV
2945,Lviv Intl,Lvov,Ukraine,LWO
6837,Ford Airport,Iron Mountain,US,IMT
2947,Odesa Intl,Odessa,Ukraine,ODS
2948,Pulkovo,St. Petersburg,Russia,LED
2949,Murmansk,Murmansk,Russia,MMK
2950,Gomel,Gomel,Belarus,GME
2951,Vitebsk,Vitebsk,Belarus,VTB
2952,Khrabrovo,Kaliningrad,Russia,KGD
2953,Minsk 1,Minsk,Belarus,MHP
2954,Minsk 2,Minsk 2,Belarus,MSQ
2955,Abakan,Abakan,Russia,ABA
2956,Barnaul,Barnaul,Russia,BAX
2957,Kemerovo,Kemorovo,Russia,KEJ
2958,Omsk,Omsk,Russia,OMS
2960,Pashkovskiy,Krasnodar,Russia,KRR
2961,Uytash,Makhachkala,Russia,MCX
2962,Mineralnyye Vody,Mineralnye Vody,Russia,MRV
2963,Shpakovskoye,Stavropol,Russia,STW
2964,Rostov Na Donu,Rostov,Russia,ROV
2965,Sochi,Sochi,Russia,AER
2966,Astrakhan,Astrakhan,Russia,ASF
2967,Gumrak,Volgograd,Russia,VOG
2968,Balandino,Chelyabinsk,Russia,CEK
2969,Magnitogorsk,Magnetiogorsk,Russia,MQF
6834,Great Barrier Island,Claris,NZ,GBZ
2972,Nizhnevartovsk,Nizhnevartovsk,Russia,NJC
2973,Bolshoye Savino,Perm,Russia,PEE
2974,Surgut,Surgut,Russia,SGC
2975,Koltsovo,Yekaterinburg,Russia,SVX
2976,Ashgabat,Ashkhabad,Turkmenistan,ASB
2977,Turkmenbashi,Krasnovodsk,Turkmenistan,KRW
2979,Dushanbe,Dushanbe,Tajikistan,DYU
2980,Bukhara,Bukhara,Uzbekistan,BHK
2981,Samarkand,Samarkand,Uzbekistan,SKD
6833,Al Udeid AB,Doha,Qatar,IUD
2983,Yuzhny,Tashkent,Uzbekistan,TAS
2984,Bryansk,Bryansk,Russia,BZK
2985,Sheremetyevo,Moscow,Russia,SVO
2986,Migalovo,Tver,Russia,KLD
2987,Chertovitskoye,Voronezh,Russia,VOZ
2988,Vnukovo,Moscow,Russia,VKO
2989,Syktyvkar,Syktyvkar,Russia,SCW
2990,Kazan,Kazan,Russia,KZN
2991,Orenburg,Orenburg,Russia,REN
2992,Ufa,Ufa,Russia,UFA
2993,Kurumoch,Samara,Russia,KBY
2994,Ahmedabad,Ahmedabad,India,AMD
2995,Akola,Akola,India,AKD
2996,Aurangabad,Aurangabad,India,IXU
2997,Chhatrapati Shivaji Intl,Mumbai,India,BOM
2998,Bilaspur,Bilaspur,India,PAB
2999,Bhuj,Bhuj,India,BHJ
3000,Belgaum,Belgaum,India,IXG
3001,Vadodara,Baroda,India,BDQ
3002,Bhopal,Bhopal,India,BHO
3003,Bhavnagar,Bhaunagar,India,BHU
3004,Daman,Daman,India,NMB
3007,Goa,Goa,India,GOI
3008,Devi Ahilyabai Holkar,Indore,India,IDR
3009,Jabalpur,Jabalpur,India,JLR
3010,Jamnagar,Jamnagar,India,JGA
3011,Kandla,Kandla,India,IXY
3012,Khajuraho,Khajuraho,India,HJR
3013,Kolhapur,Kolhapur,India,KLH
3014,Keshod,Keshod,India,IXK
3015,Dr Ambedkar Intl,Nagpur,India,NAG
3016,Nasik Road,Nasik Road,India,ISK
3017,Pune,Pune,India,PNQ
3018,Porbandar,Porbandar,India,PBD
3019,Rajkot,Rajkot,India,RAJ
3020,Raipur,Raipur,India,RPR
3021,Sholapur,Sholapur,India,SSE
3022,Surat,Surat,India,STV
3023,Udaipur,Udaipur,India,UDR
3024,Bandaranaike Intl Colombo,Colombo,Sri Lanka,CMB
3027,Colombo Ratmalana,Colombo,Sri Lanka,RML
3028,Amparai,Galoya,Sri Lanka,GOY
3029,Kankesanturai,Jaffna,Sri Lanka,JAF
3030,China Bay,Trinciomalee,Sri Lanka,TRR
6832,Kirkuk AB,Kirkuk,Iraq,KIK
3034,Phnom Penh Intl,Phnom-penh,Cambodia,PNH
3035,Siem Reap,Siem-reap,Cambodia,REP
3038,Agartala,Agartala,India,IXA
3039,Aizawl,Aizwal,India,AJL
3040,Bagdogra,Baghdogra,India,IXB
3042,Bhubaneshwar,Bhubaneswar,India,BBI
3043,Netaji Subhash Chandra Bose Intl,Kolkata,India,CCU
3044,Cooch Behar,Cooch-behar,India,COH
3045,Dhanbad,Dhanbad,India,DBD
6800,Delta County Airport,Escanaba,US,ESC
3048,Gaya,Gaya,India,GAY
3050,Imphal,Imphal,India,IMF
3052,Jamshedpur,Jamshedpur,India,IXW
3053,Jorhat,Jorhat,India,JRH
3054,Kailashahar,Kailashahar,India,IXH
3055,Silchar,Silchar,India,IXS
3056,Lilabari,Lilabari,India,IXI
3057,Dibrugarh,Mohanbari,India,MOH
3061,Patna,Patina,India,PAT
3063,Birsa Munda,Ranchi,India,IXR
3064,Rourkela,Rourkela,India,RRK
3066,Vishakhapatnam,Vishakhapatnam,India,VTZ
3068,Coxs Bazar,Cox's Bazar,Bangladesh,CXB
3069,Shah Amanat Intl,Chittagong,Bangladesh,CGP
3070,Ishurdi,Ishurdi,Bangladesh,IRD
3071,Jessore,Jessore,Bangladesh,JSR
3072,Shah Mokhdum,Rajshahi,Bangladesh,RJH
3073,Saidpur,Saidpur,Bangladesh,SPD
3074,Osmany Intl,Sylhet Osmani,Bangladesh,ZYL
3076,Zia Intl,Dhaka,Bangladesh,DAC
3077,Hong Kong Intl,Hong Kong,Hong Kong,HKG
3079,Agra,Agra,India,AGR
3080,Allahabad,Allahabad,India,IXD
3081,Amritsar,Amritsar,India,ATQ
3084,Varanasi,Varanasi,India,VNS
3085,Kullu Manali,Kulu,India,KUU
3089,Chandigarh,Chandigarh,India,IXC
3092,Dehradun,Dehra Dun,India,DED
3093,Indira Gandhi Intl,Delhi,India,DEL
3094,Gwalior,Gwalior,India,GWL
3097,Jodhpur,Jodhpur,India,JDH
3098,Jaipur,Jaipur,India,JAI
3099,Jaisalmer,Jaisalmer,India,JSA
3100,Jammu,Jammu,India,IXJ
3101,Kanpur,Kanpur,India,KNU
3102,Kota,Kota,India,KTU
3103,Ludhiana,Ludhiaha,India,LUH
3104,Leh,Leh,India,IXL
3105,Lucknow,Lucknow,India,LKO
3106,Pathankot,Pathankot,India,IXP
3108,Pantnagar,Nainital,India,PGH
3112,Srinagar,Srinagar,India,SXR
3113,Satna,Satna,India,TNI
6495,Balkhash Airport,Balkhash,Kazakhstan,BXH
3115,Luang Phabang Intl,Luang Prabang,Laos,LPQ
3116,Pakse,Pakse,Laos,PKZ
3118,Savannakhet,Savannakhet,Laos,ZVK
3120,Wattay Intl,Vientiane,Laos,VTE
3121,Macau Intl,Macau,Macau,MFM
3122,Bhairahawa,Bhairawa,Nepal,BWA
3125,Tribhuvan Intl,Kathmandu,Nepal,KTM
3127,Pokhara,Pokhara,Nepal,PKR
3128,Simara,Simara,Nepal,SIF
3129,Biratnagar,Biratnagar,Nepal,BIR
3130,Agatti,Agatti Island,India,AGX
3131,Bangalore,Bangalore,India,BLR
3132,Bellary,Bellary,India,BEP
3134,Vijayawada,Vijayawada,India,VGA
3135,Coimbatore,Coimbatore,India,CJB
3136,Cochin,Kochi,India,COK
3137,Calicut,Calicut,India,CCJ
3138,Cuddapah,Cuddapah,India,CDP
3141,Hyderabad,Hyderabad,India,HYD
3142,Madurai,Madurai,India,IXM
3143,Mangalore,Mangalore,India,IXE
3144,Chennai Intl,Madras,India,MAA
3146,Port Blair,Port Blair,India,IXZ
3147,Pondicherry,Pendicherry,India,PNY
3148,Rajahmundry,Rajahmundry,India,RJA
3151,Tirupati,Tirupeti,India,TIR
3152,Trichy,Tiruchirappalli,India,TRZ
3153,Thiruvananthapuram Intl,Trivandrum,India,TRV
3155,Paro,Thimphu,Bhutan,PBH
3156,Male Intl,Male,Maldives,MLE
3157,Don Muang Intl,Bangkok,Thailand,DMK
3886,Naha,Naha,Indonesia,NAH
3161,U Taphao Intl,Pattaya,Thailand,UTP
3163,Lampang,Lampang,Thailand,LPT
3164,Phrae,Phrae,Thailand,PRH
3165,Hua Hin,Prachuap Khiri Khan,Thailand,HHQ
3170,Phitsanulok,Phitsanulok,Thailand,PHS
3173,Narathiwat,Narathiwat,Thailand,NAW
3174,Krabi,Krabi,Thailand,KBV
3176,Pattani,Pattani,Thailand,PAN
3177,Samui,Ko Samui,Thailand,USM
3179,Phuket Intl,Phuket,Thailand,HKT
3181,Hat Yai Intl,Hat Yai,Thailand,HDY
3182,Trang,Trang,Thailand,TST
3183,Udon Thani,Udon Thani,Thailand,UTH
3184,Sakon Nakhon,Sakon Nakhon,Thailand,SNO
3186,Loei,Loei,Thailand,LOE
6829,Orchid Beach,Fraser Island,Australia,OKB
3196,Danang Intl,Danang,Vietnam,DAD
3199,Noibai Intl,Hanoi,Vietnam,HAN
3200,Nhatrang,Nhatrang,Vietnam,NHA
3205,Tansonnhat Intl,Ho Chi Minh City,Vietnam,SGN
6826,Bamburi,Bamburi,Kenya,BMQ
3213,Heho,Heho,Burma,HEH
3215,Kengtung,Kengtung,Burma,KET
6825,Williamson Country Regional Airport,Marion,US,MWA
3217,Kyaukpyu,Kyaukpyu,Burma,KYP
3220,Lashio,Lashio,Burma,LSH
3222,Mandalay Intl,Mandalay,Burma,MDL
3223,Myeik,Myeik,Burma,MGZ
3224,Myitkyina,Myitkyina,Burma,MYT
3227,Mong Hsat,Mong Hsat,Burma,MOG
3232,Putao,Putao,Burma,PBU
3235,Sittwe,Sittwe,Burma,AKY
3236,Thandwe,Thandwe,Burma,SNW
3237,Tachileik,Tachilek,Burma,THL
3239,Yangon Intl,Yangon,Burma,RGN
3240,Hasanuddin,Ujung Pandang,Indonesia,UPG
3241,Frans Kaisiepo,Biak,Indonesia,BIK
3242,Nabire,Nabire,Indonesia,NBX
3243,Moses Kilangin,Timika,Indonesia,TIM
3244,Sentani,Jayapura,Indonesia,DJJ
3245,Wamena,Wamena,Indonesia,WMX
3246,Mopah,Merauke,Indonesia,MKQ
3247,Jalaluddin,Gorontalo,Indonesia,GTO
3930,Incheon Intl,Seoul,South Korea,ICN
3249,Mutiara,Palu,Indonesia,PLW
3250,Sam Ratulangi,Manado,Indonesia,MDC
3251,Kasiguncu,Poso,Indonesia,PSJ
3252,Pitu,Morotai Island,Indonesia,OTI
3253,Sultan Babullah,Ternate,Indonesia,TTE
3254,Bubung,Luwuk,Indonesia,LUW
3256,Pattimura,Ambon,Indonesia,AMQ
3257,Fak Fak,Fak Fak,Indonesia,FKQ
3258,Kaimana,Kaimana,Indonesia,KNG
3259,Babo,Babo,Indonesia,BXB
3260,Rendani,Manokwari,Indonesia,MKW
3261,Jefman,Sorong,Indonesia,SOQ
3262,Bintulu,Bintulu,Malaysia,BTU
3263,Kuching Intl,Kuching,Malaysia,KCH
3264,Limbang,Limbang,Malaysia,LMN
3265,Marudi,Marudi,Malaysia,MUR
3266,Miri,Miri,Malaysia,MYY
3267,Sibu,Sibu,Malaysia,SBW
3268,Lahad Datu,Lahad Datu,Malaysia,LDU
3269,Kota Kinabalu Intl,Kota Kinabalu,Malaysia,BKI
3270,Labuan,Labuan,Malaysia,LBU
3271,Tawau,Tawau,Malaysia,TWU
3272,Brunei Intl,Bandar Seri Begawan,Brunei,BWN
3273,Sultan Syarif Kasim Ii,Pekanbaru,Indonesia,PKU
3274,Pinang Kampai,Dumai,Indonesia,DUM
3275,Soekarno Hatta Intl,Jakarta,Indonesia,CGK
3276,Binaka,Gunung Sitoli,Indonesia,GNS
3278,Minangkabau,Padang,Indonesia,PDG
3279,Polonia,Medan,Indonesia,MES
3282,Rahadi Usman,Ketapang,Indonesia,KTG
3284,Supadio,Pontianak,Indonesia,PNK
3287,Sultan Thaha,Jambi,Indonesia,DJB
3288,Fatmawati Soekarno,Bengkulu,Indonesia,BKS
3289,Sultan Mahmud Badaruddin Ii,Palembang,Indonesia,PLM
3291,Japura,Rengat,Indonesia,RGT
6818,Balti International Airport,Strymba,Moldova,BZY
3294,Sultan Iskandarmuda,Banda Aceh,Indonesia,BTJ
3296,Sultan Abdul Halim,Alor Setar,Malaysia,AOR
3298,Sultan Ismail Petra,Kota Bahru,Malaysia,KBR
3299,Kuantan,Kuantan,Malaysia,KUA
3300,Kerteh,Kerteh,Malaysia,KTE
3302,Sultan Azlan Shah,Ipoh,Malaysia,IPH
3303,Sultan Ismail,Johor Bahru,Malaysia,JHB
3304,Kuala Lumpur Intl,Kuala Lumpur,Malaysia,KUL
3305,Langkawi Intl,Pulau,Malaysia,LGK
3306,Malacca,Malacca,Malaysia,MKZ
3307,Sultan Mahmud,Kuala Terengganu,Malaysia,TGG
3308,Penang Intl,Penang,Malaysia,PEN
3310,Presidente Nicolau Lobato Intl,Dili,East Timor,DIL
3313,Paya Lebar,Paya Lebar,Singapore,QPG
3315,Seletar,Singapore,Singapore,XSP
